Filename,TextGridLabel,duration,f0_midpoint,F1_midpoint,F2_midpoint
M1A61,I5,0.050463088,113.342421,369.9755902,1597.867426
M1A61,o6,0.071529407,97.58761524,530.130675,816.1697292
M1A61,fix2,0.777039239,109.7981262,371.7514179,1451.89464
M1A62,fix1,0.641400556,--undefined--,1340.849318,2368.963914
M1A62,a0,0.0622104,116.6981796,477.839899,809.1558351
M1A62,o10,0.068946494,127.6186685,451.9995257,733.184069
M1A62,u20,0.068915969,134.3499107,393.3135744,841.1070581
M1A62,U30,0.093330167,128.3294622,431.5541203,906.2592792
M1A62,a00,0.056270678,106.6853278,307.3557245,654.031479
M1A62,o40,0.084819906,108.4287551,428.8429227,759.2300045
M1A62,u50,0.050212348,125.9259519,369.6460393,905.5919523
M1A62,U60,0.106911609,121.028479,430.6095864,873.3161118
M1A62,fix2,0.722320032,96.69437295,389.0020937,1207.395564
M1A63,fix1,0.612085548,--undefined--,373.9290525,1479.389037
M1A63,u1,0.035073828,120.2653936,402.3187409,813.7449932
M1A63,i2,0.048838312,120.8309563,359.7074548,1619.142326
M1A63,U3,0.07913029,111.5791901,439.9993938,1139.526788
M1A63,u4,0.036961618,108.2968609,389.9943879,899.4829557
M1A63,i5,0.053873398,106.3988634,386.8142274,1941.819241
M1A63,U6,0.088158844,123.5158307,406.3912225,1157.290662
M1A63,fix2,0.648306908,--undefined--,460.1830007,1696.544316
M1A65,fix1,0.653915741,--undefined--,1361.489681,2606.993142
M1A65,a0,0.044496605,110.0147524,437.1564849,771.1279618
M1A65,o10,0.067784035,112.099895,398.4359643,753.433669
M1A65,U20,0.064272238,116.0521522,412.4866375,902.1201957
M1A65,o30,0.075704575,--undefined--,431.3763846,712.1870778
M1A65,a00,0.051786771,104.8253328,190.1214401,719.3883901
M1A65,o40,0.066411835,102.7502396,415.2612804,725.6564338
M1A65,U50,0.066868028,190.8475128,396.0144068,758.0360056
M1A65,o60,0.100215145,99.77340194,521.9365819,853.7724526
M1A65,fix2,0.663645069,117.9111131,387.7978984,1411.793182
M1A66,fix1,0.585616733,--undefined--,530.7000341,1921.044505
M1A66,a1,0.028466095,112.3813892,464.8990964,1253.119761
M1A66,u2,0.0464968,111.8452489,506.8817549,1336.917057
M1A66,U3,0.067835825,--undefined--,471.3652486,908.058299
M1A66,a4,0.044479824,110.051204,473.8962692,1185.536159
M1A66,u5,0.04554592,107.9685643,448.2202566,1844.084238
M1A66,U6,0.119915722,121.0820868,426.0708914,1100.940859
M1A66,fix2,0.609903743,101.8521637,395.299238,1406.464823
M1A67,fix1,0.614281747,132.8266597,350.6787929,1794.512588
M1A67,a1,0.0493089,107.0912873,469.4809584,1097.946026
M1A67,U2,0.039685119,170.1265606,573.3974701,1407.060955
M1A67,o3,0.088174001,86.45672801,564.6946036,905.2063181
M1A67,a4,0.056701381,103.211951,471.5733052,1043.218838
M1A67,U5,0.06277009,124.7051218,529.9737336,1436.713842
M1A67,o6,0.100326506,92.43675859,466.1994645,945.4479844
M1A67,fix2,0.623017164,92.30583913,302.057194,1560.890397
M1A68,fix1,0.636113786,--undefined--,1727.746403,1838.008727
M1A68,y1,0.047428177,112.1321795,283.9917526,2100.197685
M1A68,U2,0.055496047,158.3663041,423.1939105,1157.613375
M1A68,a3,0.09057957,92.79732217,413.8965659,1317.630668
M1A68,y4,0.046352267,106.230032,287.2850399,2049.673222
M1A68,U5,0.05113167,159.8027313,554.0026817,1456.462729
M1A68,a6,0.05635308,109.2860243,488.9014159,1396.442238
M1A68,fix2,0.706204092,94.76206878,346.2001414,1504.644314
M1A69,fix1,0.897669163,--undefined--,834.0731397,2177.224222
M1A69,i1,0.060567105,105.7257564,293.4450889,1794.345991
M1A69,i2,0.051873513,100.4492542,375.1360034,1758.041777
M1A69,U3,0.095150439,126.8407501,442.1122824,1005.433406
M1A69,i4,0.05641888,99.6365855,301.9022655,1667.563141
M1A69,i5,0.048224874,95.19107566,345.3083382,1664.49171
M1A69,U6,0.046094821,125.4305084,379.6434106,915.368131
M1A69,fix2,0.602202268,--undefined--,878.7932118,2321.733098
M1A70,fix1,0.569098021,--undefined--,790.0873163,2204.4892
M1A70,y1,0.087474914,111.0579214,276.8534654,2178.272919
M1A70,U2,0.075574834,147.5828504,455.9962249,805.5838753
M1A70,a3,0.116893266,--undefined--,467.112854,1207.436166
M1A70,y4,0.059655077,114.110609,311.3711164,1629.747677
M1A70,U5,0.059000454,125.2844583,440.725158,881.3688792
M1A70,a6,0.065613076,93.70045385,555.5015069,964.224727
M1A70,fix2,0.680288376,97.55146034,394.7907968,1363.668277
M1A72,fix1,0.514521537,--undefined--,1799.961174,2503.44369
M1A72,y1,0.062906501,110.6449342,251.4812407,2088.792343
M1A72,i2,0.045196607,110.9261703,353.5586533,1504.002834
M1A72,U3,0.075583277,95.52702866,532.3576902,724.0324886
M1A72,y4,0.058708165,108.3819377,295.6530197,2069.327542
M1A72,i5,0.049730362,100.3860182,367.8555765,1716.225707
M1A72,U6,0.112990377,185.9221421,364.3338753,703.3714313
M1A72,fix2,0.627045089,111.950335,432.5318687,1454.081002
M1A73,fix1,0.687484767,147.2335573,1836.449488,3346.741361
M1A73,a1,0.03644319,117.1819684,476.7053305,1293.056339
M1A73,U2,0.0518868,127.555239,388.3497662,991.5355827
M1A73,a3,0.071321307,--undefined--,435.6204134,1413.256811
M1A73,a4,0.036554001,107.1307304,459.9620704,1255.582383
M1A73,U5,0.046172493,127.5135191,531.8680112,776.4529565
M1A73,a6,0.053803914,101.585705,465.7607928,1308.136276
M1A73,fix2,0.615606189,96.22000783,371.335506,1406.607283
M1A74,fix1,0.588194938,--undefined--,1450.934405,2545.991338
M1A74,a1,0.056830417,105.8622935,531.602572,1145.319392
M1A74,u2,0.033089901,117.7010166,633.9239721,1696.288115
M1A74,U3,0.110224015,114.5755983,482.4194208,1040.13298
M1A74,a4,0.042534836,107.2453002,549.7117998,1038.147033
M1A74,u5,0.031135524,--undefined--,475.1368724,1633.106525
M1A74,U6,0.045704627,136.0351303,446.2027623,1887.728626
M1A74,fix2,0.589723639,--undefined--,1551.612832,2592.091644
M1A75,fix1,0.6021135,--undefined--,675.7435039,1753.448057
M1A75,i1,0.058481915,113.7591267,303.8137069,1966.744207
M1A75, ,0.045853325,111.1658265,58.90076464,2182.504197
M1A75,i2,0.041345416,106.8264726,342.0491215,1778.303253
M1A75,U3,0.087822614,142.6173427,420.4690375,1131.441108
M1A75,i4,0.057981056,109.1920224,297.3346616,1666.318822
M1A75,i5,0.039820707,109.0041332,332.9955059,1888.260178
M1A75,U6,0.079607732,120.575408,418.4767842,1161.057634
M1A75,fix2,0.642327842,92.90005848,406.9447534,1347.754305
M1A76,fix1,0.57944553,--undefined--,1144.879715,2357.218366
M1A76,e1,0.049631594,114.208603,517.2753131,1220.950711
M1A76,u2,0.065485755,120.900648,474.3576079,1001.76313
M1A76,U3,0.115708454,124.1961515,426.160749,851.8865462
M1A76,e4,0.059149029,108.3231926,522.5885478,1195.683804
M1A76,u5,0.053146869,108.5500982,420.4127198,1053.871731
M1A76,U6,0.065172815,155.9449874,448.184061,829.2575881
M1A76,fix2,0.684120832,107.2014941,400.8350643,1415.54439
M1A77,fix1,0.637110178,--undefined--,792.0433014,1985.818161
M1A77,a0,0.03836949,--undefined--,1474.410717,2260.640735
M1A77,e10,0.042178544,98.29508868,338.850846,1750.121119
M1A77,I20,0.067328422,147.7511609,338.7899696,1762.4273
M1A77,o30,0.112089038,91.7004601,736.2252449,2211.92431
M1A77,a00,0.043310915,111.8927808,458.1213801,1297.46978
M1A77,e40,0.045316733,101.0805227,399.645094,1530.853135
M1A77,I50,0.04326926,113.0672994,342.7320667,1442.527289
M1A77,o60,0.04541599,108.3217863,454.8953744,1064.061334
M1A77,fix2,0.625663403,--undefined--,358.2000765,1425.218458
M1A78,fix1,0.690164212,139.0659737,285.9330027,1837.809278
M1A78,e1,0.095532827,101.4147587,403.5485218,1914.5604
M1A78,I2,0.063808596,135.3858297,441.9061685,1889.153118
M1A78,a3,0.090102123,94.47108708,522.3112012,1178.31656
M1A78,e4,0.074386061,97.36231924,383.4703324,1797.419658
M1A78,I5,0.067226795,145.102232,393.1224825,1687.207845
M1A78,a6,0.080986664,101.4514003,533.2302879,1207.833227
M1A78,fix2,0.679974959,106.1239051,404.5802485,1369.590396
M1A8,fix1,0.784362778,--undefined--,1724.957664,3002.397477
M1A8,e0,0.044529031,117.256642,514.1446051,1658.143118
M1A8,e10,0.064125656,108.2719721,347.4253674,1606.423862
M1A8,i20,0.069496581,100.386115,373.0109372,1408.392327
M1A8,U30,0.121366588,124.8339651,430.4970664,979.9891627
M1A8,e00,0.033060532,109.5928301,435.7158445,1449.51118
M1A8,e40,0.056308925,99.04131617,477.3115398,1597.861667
M1A8,i50,0.048536585,97.05705227,418.709667,1372.039126
M1A8,U60,0.058519403,150.2023557,430.1982717,1079.328629
M1A8,fix2,0.807716788,112.0452377,381.2715853,1401.35016
M1A9,fix1,0.788658461,160.554344,297.5285671,1883.129812
M1A9,a0,0.056537999,122.5507444,552.4046357,1002.184198
M1A9,a10,0.044800485,129.3749578,512.661646,1172.291591
M1A9,U30,0.041367122,148.5807442,423.5788217,1092.270357
M1A9,a40,0.068784993,--undefined--,492.0142591,1217.46256
M1A9,a00,0.046534897,115.1844889,519.287113,1123.471244
M1A9,a40,0.050801439,103.7246483,458.9120248,1239.332202
M1A9,U50,0.046082557,142.4599716,407.2561907,1110.401414
M1A9,a60,0.061828764,119.4640654,440.1004914,1138.152895
M1A9,fix2,0.653688092,--undefined--,383.0759715,1449.469843
M1B10,fix1,0.524181401,138.153724,405.3320095,1484.042814
M1B10,e0,0.054100339,118.5353969,471.8690918,1410.619149
M1B10,e10,0.050897853,114.5793943,462.3979533,1648.690664
M1B10,I20,0.08673098,138.2620996,361.7526985,1841.387571
M1B10,e30,0.125850931,94.7420883,539.2814945,1536.005034
M1B10,e00,0.019068219,--undefined--,386.4640148,1434.119968
M1B10,e40,0.043574183,100.2916934,443.4218065,1503.468225
M1B10,I50,0.091737429,184.4375921,406.0636652,1769.124308
M1B10,e60,0.059098904,104.219111,533.6388618,1516.917003
M1B10,fix2,0.673860447,105.5815055,372.3147968,1685.090832
M1B11,fix1,0.687452458,154.716444,229.1418144,1710.954247
M1B11,i1,0.049297091,111.4833365,297.8819282,1660.202278
M1B11,I2,0.06336895,129.2319174,382.4308118,1879.633361
M1B11,a3,0.073317641,--undefined--,1432.446374,2013.098201
M1B11,i4,0.05028981,105.8105384,361.1368636,1560.700651
M1B11,I5,0.049305253,161.4525578,370.3517123,1839.459167
M1B11,a6,0.059764625,104.5599117,475.182091,1385.934629
M1B11,fix2,0.771743826,107.6277756,416.0201535,1489.072697
M1B14,fix1,0.868023543,136.6727875,405.4751647,1494.068297
M1B14,e1,0.051058483,104.0968829,461.9092071,1133.63797
M1B14,u2,0.048241092,114.9710318,382.8258609,1110.318986
M1B14,E3,0.076569422,99.22843701,566.2013079,1403.486684
M1B14,e4,0.058091761,103.6696888,523.7001337,1207.785318
M1B14,u5,0.036568827,108.6677231,406.1122267,1116.773042
M1B14,E6,0.116354049,176.1004024,598.0877324,1480.20005
M1B14,fix2,0.662899978,106.7266024,264.2382011,1723.37477
M1B15,fix1,0.720347785,130.91292,260.2796048,1873.987021
M1B15,u1,0.035861602,105.7450131,363.7190343,921.5199958
M1B15,I2,0.053458537,129.3647693,362.3694237,1862.282224
M1B15,o3,0.082037762,--undefined--,761.1883187,1028.576792
M1B15,u4,0.030126271,98.72670561,443.7339011,1154.983414
M1B15,I5,0.053853103,194.1281947,384.4956674,1699.676453
M1B15,o6,0.110879432,101.8531241,596.4848468,1015.025762
M1B15,fix2,0.691768447,102.518881,355.2275058,1411.212509
M1B16,fix1,0.58401869,--undefined--,999.0604617,2102.228459
M1B16,a1,0.039820781,112.2870537,489.425636,1318.652067
M1B16,u2,0.029038161,121.0478815,478.3763541,1402.575168
M1B16,U3,0.087302181,141.6085515,454.8522849,1105.001566
M1B16,a4,0.038328384,110.0501301,475.466867,1377.671335
M1B16,u5,0.03945119,110.3121426,415.6851945,1255.206796
M1B16,U6,0.074795206,191.1761988,415.2776378,1190.002854
M1B16,fix2,0.689839117,119.7733784,406.8635538,1342.39215
M1B17,fix1,0.583615693,--undefined--,1998.87391,3452.863759
M1B17,a1,0.038607193,106.9427286,638.5315437,1175.806827
M1B17,e1,0.048353128,109.8978759,435.2470888,1687.846602
M1B17,E3,0.089063903,114.370487,610.1492377,1512.334162
M1B17,a4,0.054935896,--undefined--,512.9061426,1654.146685
M1B17,e5,0.045162628,98.86988449,417.7072219,1598.377686
M1B17,E6,0.114566487,153.0056136,584.9057336,1445.935559
M1B17,fix2,0.651137658,103.6695391,402.5029908,1477.709317
M1B18,fix1,0.731274034,--undefined--,1947.219504,3487.785809
M1B18,u1,0.048517668,121.7210075,358.4252012,869.3576954
M1B18,i2,0.053698263,119.2661398,338.5474375,2012.253961
M1B18,u3,0.071007981,128.0179215,405.9318677,1056.928911
M1B18,u4,0.034889108,99.53438069,441.2373019,730.1796059
M1B18,i5,0.040767338,102.3930212,386.1959733,1789.77088
M1B18,U6,0.062289273,136.2616951,421.7481051,1213.863126
M1B18,fix2,0.645488529,107.8834867,382.8854362,1480.86322
M1B19,fix1,0.611382977,--undefined--,1474.255306,2426.991809
M1B19,a1,0.038239543,118.4312203,515.9289901,1453.019876
M1B19,U2,0.047288184,197.0751323,390.1684131,1005.247843
M1B19,a3,0.065423828,95.2484862,564.8368829,1452.961734
M1B19,a4,0.039546704,114.3904315,461.1112652,1390.127662
M1B19,U5,0.06750264,155.3479526,402.988066,883.5545832
M1B19,a6,0.050000714,110.9407746,463.5960113,1299.373923
M1B19,fix2,0.658768779,110.9008433,431.88145,1502.496548
M1B20,fix1,0.615350748,--undefined--,1404.495737,2568.674078
M1B20,e1,0.072066567,119.8531598,412.6836764,1297.147237
M1B20,u2,0.05641235,121.4538799,369.1384116,1182.88952
M1B20,U3,0.089825391,139.2025902,412.5374948,1134.464265
M1B20,e4,0.058576156,108.7021685,394.4413312,1613.880517
M1B20,u5,0.05197292,109.8542681,418.8567998,1425.874795
M1B20,U6,0.05932917,153.7638672,417.585433,1097.795424
M1B20,fix2,0.58366168,111.3633752,355.5558892,1507.757332
M1B23,fix1,0.656966229,137.5709803,434.0254171,1343.975787
M1B23,i1,0.05069541,115.630086,307.2077705,1742.013745
M1B23,i2,0.048644122,119.4458169,353.2280731,1746.125448
M1B23,U3,0.097094092,111.4196205,433.8903581,1147.348619
M1B23,i4,0.055239211,117.5557315,316.5768586,1542.336636
M1B23,i5,0.040524211,113.1662614,338.0972487,1671.292116
M1B23,U6,0.062296967,178.2971104,375.3011823,1185.144449
M1B23,fix2,0.61182096,107.5954117,328.1165077,1397.605176
M1B24,fix1,0.532655184,--undefined--,1510.525218,2719.831301
M1B24,a1,0.061961171,106.2827692,536.7007027,1150.976126
M1B24,U2,0.034640454,179.572368,423.5559713,1184.392888
M1B24,o3,0.080483938,92.44139525,564.4810204,782.3970989
M1B24,a4,0.094982404,105.2842707,476.0332227,1199.749972
M1B24,U5,0.06261527,184.5736331,377.1103445,598.7611156
M1B24,o6,0.084644842,98.78439915,548.4573024,985.096698
M1B24,fix2,0.668101952,119.8675411,397.0474162,1384.041672
M1B25,fix1,0.891113386,121.4078762,370.9229394,1342.457428
M1B25,y1,0.071389186,119.8023406,268.4805635,2172.395882
M1B25,u2,0.036542269,118.9069305,343.952036,1115.28112
M1B25,U3,0.083118738,133.8925732,387.9479049,1099.399143
M1B25,y4,0.040045588,108.8776847,284.1278849,2041.323678
M1B25,u5,0.034327494,--undefined--,459.1174693,1878.984869
M1B25,U6,0.04434348,141.8426251,407.3632991,1213.211618
M1B25,fix2,0.581892808,105.4111812,351.6593516,1418.764161
M1B26,fix1,0.675278439,--undefined--,1641.813012,2966.112359
M1B26,a1,0.032233208,113.9382307,470.8054388,1353.896828
M1B26,U2,0.039803707,135.9641836,401.6764552,1349.782024
M1B26,e3,0.063165992,93.00561377,531.9158483,1765.510584
M1B26,a4,0.033585538,107.1031578,454.5835901,1332.843789
M1B26,u5,0.043349023,112.7303721,355.2770028,1262.132297
M1B26,E6,0.085069171,154.708891,521.9483,1667.152763
M1B26,fix2,0.630696047,107.2180578,415.9221822,1343.860014
M1B27,fix1,0.76642425,--undefined--,1093.598158,2264.716981
M1B27,a1,0.06160028,108.6197192,507.7931522,1119.764495
M1B27,U2,0.039055528,149.6182547,479.5474936,849.5056894
M1B27,a3,0.059214054,95.62079598,514.369097,1352.669638
M1B27,a4,0.058479857,105.5939886,525.0342186,1167.572662
M1B27,U5,0.040887135,183.9759477,378.6552256,831.813994
M1B27,a6,0.06044998,99.34888678,533.1979818,1357.309746
M1B27,fix2,0.804097035,110.5248588,445.8282536,1329.046342
M1B29,fix1,0.74824655,--undefined--,193.7681818,2120.79662
M1B29,a0,0.034871699,120.992233,580.2742546,1352.450076
M1B29,e10,0.042193755,107.2104141,397.9560411,1570.390476
M1B29,I20,0.055537937,117.3749933,369.2928129,1688.891618
M1B29,o30,0.072271407,--undefined--,599.9601986,1581.639409
M1B29,a00,0.030303626,118.5823226,561.7580377,1125.86229
M1B29,e40,0.050167194,106.4400785,398.9984907,1551.340479
M1B29,I50,0.069031144,168.3671647,412.6279466,1611.90016
M1B29,o60,0.102302462,104.5090481,525.6868438,1033.963712
M1B29,fix2,0.759129885,113.3720074,433.9969883,1401.352365
M1B30,fix1,0.694360874,--undefined--,1815.233703,3081.628677
M1B30,y1,0.051788245,108.5301781,256.7622003,2197.780237
M1B30,u2,0.039720935,105.2744941,411.6704609,1359.751396
M1B30,E3,0.099986472,98.43421735,612.8154604,1636.285902
M1B30,y4,0.05779707,102.5789857,245.0899519,2167.402484
M1B30,u5,0.042515616,97.71957634,379.5798151,1761.41358
M1B30,E6,0.077998384,150.7105158,563.2641357,1570.153247
M1B30,fix2,0.677347161,99.55105251,329.8810405,1458.161812
M1B31,fix1,0.688384288,133.1626842,223.4410267,2086.171957
M1B31,a1,0.033515922,102.0421818,596.8884964,1872.395603
M1B31,U2,0.042091041,159.3928704,453.368346,1846.846144
M1B31,o3,0.074526975,87.27901257,778.9285691,1752.756489
M1B31,a4,0.041796892,98.73792659,498.8649148,1428.75514
M1B31,U5,0.059271752,205.1524472,408.4930788,1050.359098
M1B31,o6,0.080097646,98.19400062,512.4996749,994.1372533
M1B31,fix2,0.637838945,115.6575067,366.5506964,1417.682868
M1B32,fix1,0.760482941,141.1793719,275.2344382,1927.62682
M1B32,a1,0.070364667,106.1454846,474.2824565,1116.543015
M1B32,u2,0.040041759,112.8297443,643.8410252,1927.525097
M1B32,U3,0.097160899,113.2655995,468.5539802,1000.557882
M1B32,a4,0.08255375,103.2981793,474.8769932,1147.461708
M1B32,u5,0.042768975,102.0370765,600.6099604,1925.571458
M1B32,U6,0.08717023,194.3789357,415.1500032,1052.814892
M1B32,fix2,0.689712774,105.9045288,410.0899775,1411.41795
M1B33,fix1,0.78332985,130.3594753,216.4683018,1942.561215
M1B33,e0,0.043054743,107.9319177,457.745438,1428.063459
M1B33,e10,0.040114813,106.3682041,416.4639945,1554.732144
M1B33,I20,0.074947263,114.5183831,423.873332,1471.887604
M1B33,o30,0.108361441,87.10773893,460.3813571,1057.40108
M1B33,e00,0.034371091,105.3867935,398.7743932,1382.481286
M1B33,e40,0.03800778,110.833357,402.0850915,1433.567414
M1B33,I50,0.056068996,126.0922679,373.722147,1449.471156
M1B33,o60,0.119725611,102.9165405,499.7635644,1036.147299
M1B33,fix2,0.624222647,102.6394133,407.6613091,1426.768686
M1B34,fix1,0.707397493,134.4444435,248.7627655,1716.543986
M1B34,y1,0.065884061,118.276214,258.1805637,2047.157429
M1B34,u2,0.05970839,105.6788824,387.3864773,880.6699231
M1B34,U3,0.11941678,133.1246835,432.6309774,915.8418542
M1B34,y4,0.05913414,122.6041365,328.6914435,1178.089311
M1B34,u5,0.05824189,110.4113968,370.8869892,867.0201586
M1B34,U6,0.076162472,126.0220282,467.8313559,906.7488928
M1B34,fix2,0.684213908,--undefined--,303.7788088,1517.905192
M1B37,fix1,0.708519037,129.3965737,207.9970456,1979.736805
M1B37,e0,0.047549249,--undefined--,479.9595905,1376.729291
M1B37,e10,0.042041684,113.0467502,439.5935351,1466.831393
M1B37,I20,0.072196479,116.0857184,421.7740155,1408.682747
M1B37,u30,0.089141861,101.9815317,440.8976836,1045.541459
M1B37,e00,0.025458983,117.7403592,420.6180936,1342.608716
M1B37,e40,0.025760013,113.7966052,439.4747195,1382.59906
M1B37,i50,0.046457059,109.2365069,387.2981638,1304.853698
M1B37,U60,0.060923528,130.457043,409.4851475,1029.754913
M1B37,fix2,0.649048259,99.91879679,275.0927229,1525.644959
M1B38,fix1,0.667594945,--undefined--,452.5443118,1668.255585
M1B38,i1,0.061115933,113.7616072,318.5187954,1813.120004
M1B38,I2,0.05567576,120.6071574,350.7970766,1800.209103
M1B38,o3,0.100405497,--undefined--,592.2654766,1599.020178
M1B38,i4,0.061726611,98.32682732,307.0759655,1646.03528
M1B38,I5,0.06792227,165.091179,366.4904362,1861.533654
M1B38,o6,0.097765191,96.07458085,475.9483266,1020.756032
M1B38,fix2,0.678117914,106.3167424,422.8247899,1331.848631
M1B39,fix1,0.595271599,--undefined--,1426.993243,2210.120127
M1B39,y1,0.063437245,118.5620128,243.4929481,2141.680124
M1B39,i2,0.056739062,110.1283805,331.7819512,1543.977684
M1B39,U3,0.113478124,112.5441267,427.0886401,972.7027893
M1B39,y4,0.086039557,115.235826,248.1701162,2112.292802
M1B39,i5,0.056007116,95.81930295,345.1279462,1617.943883
M1B39,U6,0.10668883,174.9586047,450.3685954,931.1943583
M1B39,fix2,0.715244071,104.0503042,402.5133991,1432.141596
M1B40,fix1,0.611947796,--undefined--,1363.099015,2675.019648
M1B40,a1,0.031389554,--undefined--,437.0411608,1222.342044
M1B40,E2,0.080082639,114.4825316,595.4508163,1518.565712
M1B40,o3,0.079883066,--undefined--,550.8218501,722.2086997
M1B40,a4,0.053420012,--undefined--,358.4403516,1370.191095
M1B40,E5,0.088109262,178.3334594,605.379271,1496.248458
M1B40,o6,0.076443721,94.66517907,576.0722091,902.5728085
M1B40,fix2,0.618835509,108.4761761,392.6843211,1417.431137
M1B41,fix1,0.654854179,130.8716148,1640.583734,3110.954509
M1B41,i1,0.067469191,105.2547555,294.7727194,1803.89915
M1B41,i2,0.04945957,119.04499,315.4384831,2081.152208
M1B41,E3,0.104930694,104.0380762,572.4576694,1620.30426
M1B41,i4,0.062314077,105.9533525,303.7147993,1825.414274
M1B41,i5,0.044690189,100.0408455,298.5735837,2018.153295
M1B41,E6,0.135741211,183.9801889,594.741567,1540.458698
M1B41,fix2,0.855242692,112.0971275,1507.914521,2712.146377
M1B43,fix1,0.70780985,134.2475884,221.0594087,2090.362616
M1B43,e1,0.055345924,109.1928306,479.9955295,1172.981968
M1B43,u2,0.037360423,107.7263102,331.2566752,910.2590824
M1B43,U3,0.09443101,113.4228648,409.3602832,957.5325385
M1B43,e4,0.052149984,110.2120446,522.3106068,1148.376779
M1B43,u5,0.059365419,109.276962,458.9247343,970.9190816
M1B43,U6,0.064169332,136.8757375,382.6861635,804.0200396
M1B43,fix2,0.67021434,101.4473268,1224.314195,2623.58616
M1B44,fix1,0.654361552,--undefined--,1413.015251,2736.230101
M1B44,a0,0.045976113,118.198965,431.0862792,1352.156706
M1B44,i10,0.046273553,114.666612,307.8849244,1973.950988
M1B44,i20,0.041270013,127.6795072,379.5518619,1882.934001
M1B44,E30,0.124728417,112.5158578,588.7707513,1516.800333
M1B45,fix1,0.639921627,--undefined--,1127.698023,2312.772255
M1B45,a0,0.086594798,130.7053018,565.2605055,1236.883542
M1B45,a10,0.071447037,128.8710092,521.3248586,1383.326558
M1B45,U20,0.067656907,144.4457928,396.1551614,1032.670035
M1B45,a30,0.084748364,92.44288889,521.9246495,1365.244833
M1B45,a00,0.069403328,125.2001825,554.4121362,1195.591041
M1B45,a40,0.048648174,109.3193664,492.3810471,1264.285561
M1B45,U50,0.046430596,147.6307846,397.949083,1104.417871
M1B45,a60,0.046707352,113.8972742,421.0075527,1117.814644
M1B45,fix2,0.650716593,104.3147097,396.8982649,1406.846702
