Filename,TextGridLabel,Intensity
M1B46,a0,68.27606157
M1B46,o10,70.12708873
M1B46,u20,69.05562566
M1B46,U30,72.34155994
M1B46,a00,70.61685919
M1B46,o40,70.42405009
M1B46,u50,71.35162017
M1B46,U60,72.7004571
M1B46,fix2,68.59465264
M1B47,fix1,50.47797657
M1B47,y1,69.71403375
M1B47,U2,72.7464103
M1B47,a3,66.59327233
M1B47,y4,71.84471372
M1B47,U5,73.90830677
M1B47,a6,69.97388837
M1B47,fix2,67.13738632
M1B48,fix1,64.93676487
M1B48,a0,70.49587872
M1B48,a10,70.43921864
M1B48,U20,75.48643754
M1B48,o30,66.3774791
M1B48,a00,71.80150563
M1B48,a40,69.1697256
M1B48,U50,73.13877286
M1B48,o60,70.06253496
M1B48,fix2,71.62787585
M1B50,fix1,54.49133108
M1B50,a0,72.45897745
M1B50,i10,70.29691611
M1B50,i20,70.16003446
M1B50,U30,68.38512524
M1B50,a00,72.57470653
M1B50,i40,68.59968076
M1B50,i50,67.57580327
M1B50,U60,70.69103479
M1B50,fix2,69.79573748
M1B51,fix1,45.29594149
M1B51,e1,71.26826364
M1B51,I2,74.30880388
M1B51,a3,64.64448144
M1B51,e4,73.01762632
M1B51,I5,72.57923229
M1B51,a6,68.89636219
M1B51,fix2,70.06146629
M1B52,fix1,49.82598652
M1B52,e0,71.34505851
M1B52,e10,71.73862384
M1B52,I20,72.98644788
M1B52,a30,67.20402698
M1B52,e00,72.42864969
M1B52,e40,74.97397541
M1B52,I50,74.72412958
M1B52,a60,71.17894776
M1B52,fix2,67.98955285
M1B53,fix1,41.59306672
M1B53,y1,72.57580928
M1B53,i2,72.41678368
M1B53,E3,73.41819232
M1B53,y4,71.26796323
M1B53,i5,70.71226587
M1B53,E6,71.87256072
M1B53,fix2,68.68417387
M1B54,fix1,47.5911893
M1B54,a0,72.05790113
M1B54,i10,70.18340738
M1B54,I20,72.7123627
M1B54,o30,67.19449279
M1B54,a00,75.82223698
M1B54,i40,71.08376456
M1B54,I50,74.2515246
M1B54,o60,70.54709523
M1B54,fix2,58.97630347
M1B55,fix1,42.79028817
M1B55,y1,70.71376305
M1B55,u2,71.68176736
M1B55,E3,72.39550687
M1B55,y4,73.40988414
M1B55,u5,73.72177594
M1B55,E6,72.89559191
M1B55,fix2,68.62428339
M1B56,fix1,68.9230721
M1B56,y1,66.24658284
M1B56,U2,69.68810688
M1B56,o3,68.43406611
M1B56,y4,69.05011602
M1B56,U5,73.5804639
M1B56,o6,72.97995799
M1B56,fix2,67.92395202
M1B58,fix1,47.86137946
M1B58,a0,72.7756558
M1B58,i10,69.60651024
M1B58,I20,71.36777806
M1B58,a30,63.11989916
M1B58,a00,72.32891658
M1B58,i40,68.57066123
M1B58,I50,71.45169579
M1B58,a60,69.88975598
M1B58,fix2,70.02714366
M1B59,fix1,43.08970851
M1B59,a0,69.60638304
M1B59,a10,67.78294641
M1B59,u20,69.47142071
M1B59,E30,71.3872098
M1B59,a00,70.55120895
M1B59,a40,69.95862764
M1B59,u50,69.76830773
M1B59,E60,73.1986469
M1B59,fix2,68.18174722
M1B6,fix1,54.53282284
M1B6,a0,69.61631059
M1B6,e10,71.58376769
M1B6,I20,71.43608846
M1B6,a30,66.69106133
M1B6,a00,69.87579099
M1B6,e40,68.42838133
M1B6,I50,75.87784518
M1B6,a60,72.1493142
M1B6,fix2,67.39979044
M1B61,fix1,42.85720328
M1B61,y1,68.71320338
M1B61,U2,73.345764
M1B61,o3,65.04332521
M1B61,y4,70.18204363
M1B61,U5,75.24249187
M1B61,o6,68.14689997
M1B61,fix2,66.67437515
M1B62,fix1,40.27213402
M1B62,a0,67.89374611
M1B62,o10,68.76798368
M1B62,U20,75.02440005
M1B62,a30,66.32114861
M1B62,a00,69.73407666
M1B62,o40,68.7359446
M1B62,U50,72.8584455
M1B62,a60,70.36199461
M1B62,fix2,68.96425486
M1B63,fix1,59.72091102
M1B63,u1,69.36584073
M1B63,i2,68.98009929
M1B63,E3,68.09981372
M1B63,u4,67.17490524
M1B63,I5,75.4105881
M1B63,e6,71.09766603
M1B63,fix2,69.1887727
M1B65,fix1,69.80207233
M1B65,e1,73.71559232
M1B65,U2,73.57974654
M1B65,o3,62.29706711
M1B65,e4,72.02292813
M1B65,U5,75.99568496
M1B65,o6,70.28910774
M1B65,fix2,68.48792753
M1B66,fix1,45.74017869
M1B66,a0,67.85005004
M1B66,o10,67.83780772
M1B66,u20,69.93965601
M1B66,E30,69.18075897
M1B66,a00,70.17255521
M1B66,o40,67.84817343
M1B66,u50,67.38692259
M1B66,E60,73.38570115
M1B66,fix2,70.24390872
M1B67,fix1,45.8727194
M1B67,e1,67.41181519
M1B67,U2,73.29648806
M1B67,o3,64.33652487
M1B67,e4,66.13799925
M1B67,U5,73.05981038
M1B67,o6,70.1741196
M1B67,fix2,67.91517348
M1B68,fix1,57.72782089
M1B68,y1,67.21368531
M1B68,U2,74.40496841
M1B68,a3,60.9200541
M1B68,y4,64.47076299
M1B68,U5,76.02794509
M1B68,a6,71.24954772
M1B68,fix2,65.54763398
M1B69,fix1,64.01262829
M1B69,e1,74.31524311
M1B69,I2,73.96003487
M1B69,o3,69.85431376
M1B69,e4,72.25170784
M1B69,I5,73.9660652
M1B69,o6,70.01517607
M1B69,fix2,70.41036545
M1B7,fix1,60.39825587
M1B7,e1,74.96593104
M1B7,U2,76.18649637
M1B7,e3,70.08483267
M1B7,e4,71.47526523
M1B7,U5,75.22921944
M1B7,e6,68.48248758
M1B7,fix2,68.61983943
M1B70,fix1,63.9959012
M1B70,a0,67.55623288
M1B70,e10,69.81976086
M1B70,i20,69.67156616
M1B70,E30,70.70946811
M1B70,a00,63.8844837
M1B70,e40,70.22472813
M1B70,i50,70.40196863
M1B70,E60,75.5462828
M1B70,fix2,70.84488674
M1B73,fix1,59.863864
M1B73,e1,70.74419608
M1B73,i2,69.86865324
M1B73,E3,69.54932423
M1B73,e4,71.75516205
M1B73,i5,67.76435653
M1B73,E6,73.46497463
M1B73,fix2,68.86930877
M1B74,fix1,42.97577117
M1B74,a0,68.88645466
M1B74,o10,70.12772606
M1B74,U20,73.12741041
M1B74,o30,66.78702873
M1B74,a00,68.43596175
M1B74,o40,66.80332514
M1B74,U50,71.59877454
M1B74,o60,67.81735788
M1B74,fix2,68.41623157
M1B75,fix1,43.10734416
M1B75,e1,73.69977937
M1B75,U2,76.03221754
M1B75,a3,62.90868963
M1B75,e4,73.07806514
M1B75,U5,77.04388716
M1B75,a6,70.31913682
M1B75,fix2,69.91189266
M1B76,fix1,69.4813734
M1B76,a0,71.03652044
M1B76,a10,70.1874418
M1B76,u20,71.77480808
M1B76,U30,75.61573027
M1B76,a00,70.67054196
M1B76,a40,67.95601279
M1B76,u50,68.83515174
M1B76,U60,74.75936465
M1B76,fix2,66.97757017
M1B77,fix1,46.47567995
M1B77,e1,66.41050577
M1B77,U2,72.48690785
M1B77,a3,64.1040827
M1B77,e4,65.06294255
M1B77,U5,71.54853778
M1B77,a6,68.7323583
M1B77,fix2,69.79616134
M1B78,fix1,46.16701188
M1B78,a1,70.93900953
M1B78,u2,69.65188293
M1B78,E3,69.47085467
M1B78,a4,71.0061254
M1B78,u5,68.78990906
M1B78,E6,71.85247643
M1B78,fix2,68.68974918
M1B8,fix1,46.95678956
M1B8,u1,68.24016694
M1B8,I2,71.75204131
M1B8,a3,67.51062104
M1B8,u4,72.20110464
M1B8,I5,77.38352724
M1B8,a6,71.29264623
M1B8,fix2,70.99119927
M1C10,fix1,59.46759939
M1C10,a1,65.56589762
M1C10,E2,73.56311471
M1C10,u3,69.21335176
M1C10,a4,66.4185252
M1C10,E5,73.70379675
M1C10,u6,69.85750849
M1C10,fix2,69.42687541
M1C11,fix1,36.88693458
M1C11,e1,70.32796155
M1C11,i2,68.56048568
M1C11,E3,72.54501742
M1C11,e4,69.73746865
M1C11,i5,66.78110141
M1C11,E6,70.36632302
M1C11,fix2,68.12947852
M1C12,fix1,66.97101037
M1C12,y1,69.46106556
M1C12,u2,71.58399887
M1C12,U3,72.09228958
M1C12,y4,71.59240241
M1C12,u5,69.73003314
M1C12,U3,71.21056472
M1C12,fix2,66.21965837
M1C14,fix1,41.86928043
M1C14,y1,69.48980867
M1C14,I2,72.01586352
M1C14,o3,64.61625301
M1C14,y4,69.57702021
M1C14,I5,72.07964265
M1C14,o6,70.33807057
M1C14,fix2,65.99869068
M1C15,fix1,50.06872733
M1C15,a1,68.60983415
M1C15,E2,71.00960373
M1C15,a3,60.86515769
M1C15,a4,63.00058263
M1C15,E5,74.42503766
M1C15,a6,70.85707791
M1C15,fix2,64.47497554
M1C16,fix1,39.20374061
M1C16,a0,73.23070148
M1C16,i10,69.96407963
M1C16,i20,72.09314924
M1C16,U3,73.82723737
M1C16,a00,73.2126274
M1C16,i40,69.17643696
M1C16,i50,71.59712933
M1C16,U60,73.36042928
M1C16,fix2,69.7472273
M1C17,fix2,52.10682554
M1C17,y1,69.18776869
M1C17,U2,75.67112747
M1C17,a3,61.85749578
M1C17,y4,67.19882401
M1C17,U5,73.57192883
M1C17,a6,70.72026397
M1C17,fix2,68.26677651
M1C18,fix1,51.89461275
M1C18,a1,70.43114124
M1C18,u2,71.94787169
M1C18,U3,72.50646359
M1C18,a4,69.50277984
M1C18,u5,67.51159608
M1C18,U6,72.38599407
M1C18,fix2,66.92846409
M1C19,fix1,43.14066532
M1C19,a1,68.3254151
M1C19,E2,73.81244476
M1C19,o3,68.2182135
M1C19,a4,68.40026291
M1C19,E5,75.080234
M1C19,o6,70.07342675
M1C19,fix2,63.80836398
M1C22,fix1,46.47933743
M1C22,a0,70.78017563
M1C22,i10,69.21106
M1C22,I20,70.79368627
M1C22,a30,63.68320661
M1C22,a00,69.52461965
M1C22,i40,64.94736073
M1C22,I50,70.15991083
M1C22,a60,66.37556626
M1C22,fix2,67.03107695
M1C23,fix1,40.29671974
M1C23,a1,70.57062645
M1C23,U2,70.73970189
M1C23,o3,67.8971803
M1C23,a4,68.12163138
M1C23,U5,74.95492528
M1C23,o6,71.29431589
M1C23,fix2,66.66215801
M1C24,fix1,61.52338751
M1C24,u1,68.09902899
M1C24,I2,73.24467473
M1C24,a3,63.04145641
M1C24,u4,69.75964588
M1C24,I5,74.54796173
M1C24,a6,69.39541657
M1C24,fix2,67.3511985
M1C25,fix1,45.77942714
M1C25,y1,70.24255719
M1C25,U2,73.43855012
M1C25,o3,64.28070064
M1C25,y4,71.47830109
M1C25,U5,75.00316114
M1C25,o6,68.99786846
M1C25,fix2,65.54062854
M1C26,fix1,69.14735889
M1C26,y1,67.15722658
M1C26,u2,69.10331026
M1C26,E3,70.32964028
M1C26,y4,69.40785095
M1C26,u5,70.66574378
M1C26,E6,72.86681301
M1C26,fix2,68.02614569
M1C27,fix1,50.88816465
M1C27,e1,69.59148539
M1C27,U2,72.98390996
M1C27,o3,63.98538912
M1C27,e4,69.12868261
M1C27,U5,72.6276085
M1C27,o6,68.92153598
M1C27,fix2,66.33522369
M1C29,fix1,49.47355129
M1C29,a1,68.5632586
M1C29,E2,72.4113994
M1C29,e3,63.72603037
M1C29,a4,67.57094293
M1C29,E5,73.63328244
M1C29,e6,69.91970151
M1C29,fix2,69.02929432
M1C30,fix1,60.36612033
M1C30,e1,73.87655272
M1C30,I2,73.15484904
M1C30,o3,68.27994023
M1C30,e4,72.54063336
M1C30,I5,73.3268222
M1C30,o6,71.957267
M1C30,fix2,70.39275551
M1C31,fix1,67.72434242
M1C31,a0,68.66185234
M1C31,o10,69.34894737
M1C31,U20,73.78153721
M1C31,a30,62.61183303
M1C31,a00,68.61173387
M1C31,o40,67.87899404
M1C31,U50,69.22657696
M1C31,a60,68.79348971
M1C31,fix2,66.72880494
M1C32,fix1,39.2363707
M1C32,a0,69.82290304
M1C32,a10,69.95761063
M1C32,u20,69.99083567
M1C32,U30,75.44941001
M1C32,a00,71.00397209
M1C32,a40,69.29461522
M1C32,u50,69.77168756
M1C32,U60,72.08196713
M1C32,fix2,69.16962422
M1C33,fix1,53.17791773
M1C33,e0,69.40485897
M1C33,e10,71.96006107
M1C33,I20,73.70679799
M1C33,a30,63.50348595
M1C33,e00,69.86675819
M1C33,e40,70.18736022
M1C33,I50,74.51709222
M1C33,a60,69.35457047
M1C33,fix2,70.07409351
M1C34,fix1,48.72249639
M1C34,u1,69.67311701
M1C34,I2,74.3841086
M1C34,e3,62.85093414
M1C34,u4,70.18267448
M1C34,I5,73.56588099
M1C34,e6,68.68294907
M1C34,fix2,68.47951131
M1C36,fix1,55.78400589
M1C36,a0,67.87913007
M1C36,e10,69.51716274
M1C36,I20,73.11905548
M1C36,u3,68.035083
M1C36,a00,66.37404678
M1C36,e40,69.01685645
M1C36,I50,72.52304719
M1C36,u60,71.35273412
M1C36,fix2,69.6278133
M1C37,fix1,62.03652201
M1C37,y1,69.64020536
M1C37,I2,71.27869087
M1C37,a3,61.94246541
M1C37,y4,67.5272018
M1C37,I5,71.52862187
M1C37,a6,69.63235097
M1C37,fix2,67.16276201
M1C38,fix1,44.75608953
M1C38,a0,70.52384838
M1C38,o10,70.26763702
M1C38,u20,71.09112725
M1C38,U30,71.26691938
M1C38,a0,70.86410304
M1C38,o40,70.07940845
M1C38,u50,69.8113353
M1C38,U60,72.14843594
M1C38,fix2,68.75095668
M1C39,fix1,49.63068415
M1C39,e1,68.50698815
M1C39,U2,70.81918997
M1C39,a3,63.24224638
M1C39,e4,63.85093122
M1C39,U5,72.13884081
M1C39,a6,65.32644912
M1C39,fix2,67.8746377
M1C40,fix2,43.75840326
M1C40,e1,73.25446894
M1C40,u2,74.86817537
M1C40,E3,70.73244149
M1C40,e4,72.4419344
M1C40,U5,76.29577927
M1C40,e6,69.52393527
M1C40,fix2,66.95193441
M1C41,fix1,63.79141792
M1C41,y1,68.45323724
M1C41,u2,71.75331756
M1C41,U3,76.60115704
M1C41,y4,68.96762294
M1C41,u5,66.354519
M1C41,U6,76.05181431
M1C41,fix2,67.85555521
M1C43,fix2,64.70046015
M1C43,e0,67.36198325
M1C43,e10,70.47876788
M1C43,i20,69.96982255
M1C43,U30,67.76177335
M1C43,e00,66.75120429
M1C43,e40,67.26476884
M1C43,i50,64.98077753
M1C43,U60,70.39204539
M1C43,fix2,66.69081714
M1C44,fix1,48.99708346
M1C44,a0,70.45584938
M1C44,e10,72.44426795
M1C44,I20,70.93207464
M1C44,o30,65.0496962
M1C44,a00,61.67184467
M1C44,e40,67.2200113
M1C44,I50,68.87745121
M1C44,o60,66.14796693
M1C44,fix2,65.34204522
M1C45,fix2,44.05730375
M1C45,e1,72.98277684
M1C45,U2,74.33222514
M1C45,a3,60.98630456
M1C45,e4,70.20942878
M1C45,U5,73.10490379
M1C45,a6,68.5724499
M1C45,fix2,69.59423621
M1C46,fix1,45.43135078
M1C46,i1,72.68538159
M1C46,I2,72.59877442
M1C46,e3,64.67821638
M1C46,y4,68.79147073
M1C46,I5,77.09195221
M1C46,a6,67.61808036
M1C46,fix2,66.02910985
M1C47,fix1,46.07121907
M1C47,e1,71.82156475
M1C47,I2,72.79352469
M1C47,u3,68.71287833
M1C47,e4,71.78047815
M1C47, ,67.35410683
M1C47,I5,72.12909952
M1C47,u6,71.20647148
M1C47,fix2,63.41372041
M1C48,fix1,36.20534052
M1C48,e0,72.36515402
M1C48,e10,73.38195706
M1C48,I20,74.40538211
M1C48,a30,64.37601179
M1C48,e00,68.38475454
M1C48,e40,71.51975078
M1C48,i50,69.62352337
M1C48,E60,72.5957222
M1C48,fix2,67.21297918
M1C50,fix1,48.51164711
M1C50,a1,70.58244965
M1C50,u2,69.51731347
M1C50,E3,70.2282368
M1C50,a4,69.28857243
M1C50,u5,66.72789179
M1C50,E6,70.74581446
M1C50,fix2,65.05192349
M1C51,fix1,45.27027123
M1C51,a1,69.97576407
M1C51,U2,70.80755981
M1C51,o3,64.89327025
M1C51,a4,66.8331104
M1C51,U5,70.3478771
M1C51,o6,71.04524499
M1C51,fix2,66.9936403
M1C52,fix1,68.56232147
M1C52,u1,72.66471207
M1C52,I2,72.18007941
M1C52,u3,71.80179394
M1C52,u4,69.61854078
M1C52,I5,72.84591272
M1C52,u6,71.59593237
M1C52,fix2,66.03160849
M1C53,fix1,49.05431578
M1C53,a0,70.6030032
M1C53,i20,68.23278323
M1C53,I20,72.91974311
M1C53,o30,67.12033672
M1C53,a00,71.81547906
M1C53,i40,68.46726538
M1C53,I50,72.37617051
M1C53,o60,68.66543412
M1C53,fix2,66.87589203
M1C54,fix1,66.57049067
M1C54,y1,70.94767626
M1C54,i2,70.08340921
M1C54,U3,72.57049035
M1C54,y4,71.70645198
M1C54,i5,70.40298124
M1C54,U6,73.56679426
M1C54,fix2,66.96187165
M1C55,fix1,52.02783705
M1C55,a0,66.09600006
M1C55,e10,69.44831651
M1C55,I20,70.67151904
M1C55,a30,62.97298281
M1C55,a00,68.7751638
M1C55,e40,72.2605351
M1C55,I50,75.64836474
M1C55,a60,69.5457997
M1C55,fix2,68.01919725
M1C56,fix1,63.03813676
M1C56,e1,75.15663837
M1C56,U2,74.68561334
M1C56,u3,61.443076
M1C56,e4,74.1744167
M1C56,u5,75.5426627
M1C56,U6,77.01925049
M1C56,fix2,69.20968274
M1C58,fix1,56.10618572
M1C58,e0,71.85858414
M1C58,e10,72.60239878
M1C58,I20,74.71497284
M1C58,o30,65.23227714
M1C58,e00,69.85200086
M1C58,e40,71.22937375
M1C58,I50,74.34985699
M1C58,o60,74.59102662
M1C58,fix2,69.66831583
M1C6,fix1,60.9395036
M1C6,e1,69.9974811
M1C6,I2,71.85514413
M1C6,a3,65.07389103
M1C6,e4,72.77804822
M1C6,I5,72.04575675
M1C6,a6,70.75677783
M1C6,fix2,68.88891264
M1C60,fix1,71.79171577
M1C60,i1,73.97132756
M1C60,I2,75.10438321
M1C60,a3,61.10307974
M1C60,i4,72.01775862
M1C60,I5,76.62536267
M1C60,a6,69.86542355
M1C60,fix2,69.01388658
M1C61,fix1,66.07082824
M1C61,a1,70.43467604
M1C61,u2,69.68162398
M1C61,U3,75.7111941
M1C61,a4,69.20356789
M1C61,u5,67.87170468
M1C61,U6,76.08199408
M1C61,fix2,67.39899614
M1C62,fix1,67.0663901
M1C62,y1,72.50834057
M1C62,i2,71.74318414
M1C62,E3,70.29632247
M1C62,y4,72.64262795
M1C62,i5,71.84763353
M1C62,E6,71.748982
M1C62,fix2,67.97929483
M1C63,fix1,53.01587522
M1C63,e1,71.32892756
M1C63,u2,69.38451834
M1C63,U3,72.24121886
M1C63,e4,69.03021277
M1C63,u5,67.7705936
M1C63,U5,72.1154114
M1C63,fix2,69.72368185
M1C65,fix1,57.72024073
M1C65,a0,70.45680827
M1C65,a10,69.13840326
M1C65,U20,74.24449109
M1C65,e30,67.16949414
M1C65,a00,68.13713956
M1C65,a40,66.95042497
M1C65,U50,74.69182969
M1C65,e60,70.50218091
M1C65,fix2,65.5279011
M1C66,fix1,71.96426168
M1C66,a0,69.60298497
M1C66,o10,70.45686675
M1C66,U20,71.86284478
M1C66,o30,62.45784455
M1C66,a00,67.06367077
M1C66,o40,65.96405753
M1C66,U50,72.40677106
M1C66,o60,68.63925056
M1C66,fix2,65.7112251
M1C67,fix1,68.33763138
M1C67,y1,65.71016382
M1C67,U2,74.31363021
M1C67,a3,66.76836355
M1C67,y4,65.85951372
M1C67,U5,72.81483452
M1C67,a6,70.30342171
M1C67,fix2,66.0476332
M1C68,fix1,41.32263361
M1C68,a1,70.66402512
M1C68,U2,73.5179829
M1C68,a3,62.96741379
M1C68,a4,68.72096262
M1C68,U5,73.3783322
M1C68,a6,71.19275422
M1C68,fix2,67.29409103
M1C69,fix1,64.87274786
M1C69,y1,72.11067869
M1C69,u2,73.60080917
M1C69,E3,72.62256584
M1C69,y4,74.16268517
M1C69,u5,73.30993146
M1C69,E6,75.59331024
M1C69,fix2,69.79814267
M1C7,fix1,38.90567204
M1C7,u1,68.63487412
M1C7,I2,74.09352808
M1C7,o3,67.9821401
M1C7,u4,69.34593093
M1C7,I5,75.91173159
M1C7,o6,70.42851944
M1C7,fix2,68.19886162
M1C70,fix1,63.02368082
M1C70,a1,69.41491805
M1C70,U2,74.46301013
M1C70,a3,68.52159286
M1C70,a4,70.90006709
M1C70,U5,74.5513844
M1C70,a6,72.55374492
M1C70,fix2,65.28704687
M1C72,fix1,58.40646702
M1C72,a0,71.33314931
M1C72,a10,69.55303319
M1C72,U20,77.63545013
M1C72,o30,67.18817761
M1C72,a00,68.61760687
M1C72,a40,69.09904113
M1C72,U50,76.38038638
M1C72,o60,73.60434784
M1C72,fix2,69.15318445
M1C75,fix1,67.56558678
M1C75,a1,69.22565972
M1C75,u2,69.42432203
M1C75,E3,73.85449351
M1C75,a4,70.57601782
M1C75,u5,68.1673952
M1C75,E6,72.32356465
M1C75,fix2,66.1189686
M1C76,fix1,38.4129958
M1C76,a0,72.46641489
M1C76,a10,73.42985531
M1C76,U20,75.40332126
M1C76,a30,71.74925878
M1C76,a00,73.89288114
M1C76,a40,73.00464408
M1C76,U50,76.24637527
M1C76,a60,71.28696213
M1C76,fix2,69.51519054
M1C77,fix1,62.18868983
M1C77,i1,73.77720404
M1C77,I2,76.88476566
M1C77,o3,64.91134952
M1C77,i4,71.66851772
M1C77,I5,76.33633829
M1C77,o6,70.2579414
M1C77,fix2,69.29895973
M1C9,fix1,39.10565642
M1C9,e1,74.03276007
M1C9,U2,76.69931667
M1C9,o3,66.44607472
M1C9,e4,70.71123945
M1C9,U5,74.69260314
M1C9,o6,70.55339184
M1C9,fix2,68.07659479